season,date,stadium,awayTeam,homeTeam,awayScores,homeScores,away_total_score,home_total_score,total_score,high_score,home_win,H,HR,2B,3B,BB,SO
中職2024年,2024-06-22 17:05:00,臺南市立棒球場,味全龍,統一7-ELEVEn獅,"['0', '0', '0', '0', '0', '0', '1', '0', '0']","['0', '0', '0', '1', '0', '0', '1', '0', '0']",1,2,3,0,1,8,0,3,0,10,19
中職2024年,2024-07-13 17:05:00,臺中市洲際棒球場,味全龍,中信兄弟,"['0', '0', '0', '0', '0', '0', '0', '0', '0']","['1', '0', '0', '2', '2', '1', '4', '1', '0']",0,11,11,1,1,28,1,7,0,2,7
中職2024年,2024-07-09 18:35:00,臺東棒球村第一棒球場,富邦悍將,台鋼雄鷹,"['0', '0', '2', '1', '2', '0', '0', '0', '0']","['1', '0', '0', '1', '1', '0', '1', '0', '0']",5,4,9,0,0,24,0,3,1,8,11
中職2024年,2024-09-07 17:05:00,臺中市洲際棒球場,統一7-ELEVEn獅,中信兄弟,"['0', '1', '0', '1', '0', '0', '0', '0', '0']","['0', '0', '0', '2', '0', '1', '0', '4', '0']",2,7,9,0,1,20,1,7,0,4,16
中職2024年,2024-08-11 17:05:00,花蓮縣立德興棒球場,樂天桃猿,統一7-ELEVEn獅,"['0', '0', '0', '0', '1', '2', '0', '0', '0']","['1', '0', '0', '0', '1', '1', '0', '0', '1']",3,4,7,0,1,17,1,4,0,5,13
中職2024年,2024-09-24 18:35:00,樂天桃園棒球場,統一7-ELEVEn獅,樂天桃猿,"['1', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['1', '0', '0', '0', '0', '0', '0', '0', '0', '0']",1,1,2,0,0,13,0,1,0,4,13
中職2024年,2024-07-14 17:05:00,新北市立新莊棒球場,統一7-ELEVEn獅,富邦悍將,"['0', '0', '0', '0', '0', '0', '1', '0', '0']","['0', '0', '0', '1', '0', '0', '2', '0', '0']",1,3,4,0,1,19,0,3,0,4,15
中職2024年,2024-04-21 14:05:00,臺南市立棒球場,富邦悍將,統一7-ELEVEn獅,"['0', '0', '1', '0', '0', '0', '1', '1', '0']","['0', '1', '0', '0', '0', '0', '0', '0', '0']",3,1,4,0,0,16,0,2,0,7,17
中職2024年,2024-09-26 18:35:00,新北市立新莊棒球場,樂天桃猿,富邦悍將,"['3', '2', '0', '0', '0', '0', '3', '2', '0']","['0', '0', '2', '0', '1', '3', '0', '0', '0']",10,6,16,1,0,25,1,1,2,6,19
中職2024年,2024-10-01 18:35:00,臺中市洲際棒球場,台鋼雄鷹,中信兄弟,"['1', '0', '2', '0', '0', '0', '0', '1', '0']","['0', '1', '5', '0', '2', '0', '0', '0', '0']",4,8,12,1,1,20,0,5,1,8,12
中職2024年,2024-07-06 17:06:00,臺北大巨蛋,中信兄弟,統一7-ELEVEn獅,"['0', '0', '0', '0', '1', '0', '0', '0', '2']","['1', '0', '0', '0', '0', '0', '1', '0', '0']",3,2,5,0,0,10,2,2,0,3,16
中職2024年,2024-09-06 18:35:00,嘉義市立棒球場,富邦悍將,台鋼雄鷹,"['0', '0', '0', '0', '0', '3', '2', '0', '3']","['0', '0', '1', '0', '0', '0', '0', '0', '2']",8,3,11,1,0,18,1,2,1,8,15
中職2024年,2024-08-06 18:35:00,樂天桃園棒球場,台鋼雄鷹,樂天桃猿,"['0', '0', '0', '1', '3', '2', '0', '0', '1']","['0', '0', '1', '0', '0', '0', '2', '0', '3']",7,6,13,1,0,23,2,4,1,9,13
中職2024年,2024-04-30 18:35:00,澄清湖棒球場,統一7-ELEVEn獅,台鋼雄鷹,"['0', '0', '0', '3', '0', '3', '3', '0', '1']","['0', '0', '1', '0', '0', '1', '0', '0', '0']",10,2,12,1,0,24,2,5,0,4,20
中職2024年,2024-05-22 18:35:00,臺北市立天母棒球場,統一7-ELEVEn獅,味全龍,"['0', '1', '0', '0', '1', '0', '2', '0', '0']","['1', '0', '0', '0', '0', '0', '0', '1', '0']",4,2,6,0,0,13,3,2,1,6,13
中職2024年,2024-08-04 17:05:00,花蓮縣立德興棒球場,樂天桃猿,味全龍,"['1', '0', '2', '0', '0', '0', '0', '0', '0']","['0', '0', '0', '2', '0', '3', '0', '0', '0']",3,5,8,0,1,12,2,4,0,3,10
中職2024年,2024-04-14 13:42:00,臺南市立棒球場,台鋼雄鷹,統一7-ELEVEn獅,"['2', '0', '0', '0', '0', '0', '1', '0', '0']","['0', '1', '0', '0', '0', '0', '3', '0', '0']",3,4,7,0,1,18,0,1,0,10,12
中職2024年,2024-06-08 17:06:00,臺中市洲際棒球場,台鋼雄鷹,中信兄弟,"['0', '0', '0', '0', '0', '1', '0', '0', '0']","['0', '0', '0', '0', '1', '2', '0', '0', '0']",1,3,4,0,1,17,0,0,0,8,15
中職2024年,2024-08-24 18:56:00,臺中市洲際棒球場,樂天桃猿,中信兄弟,"['0', '0', '0', '0', '0', '3', '0', '0', '0', '0']","['0', '0', '0', '0', '3', '0', '0', '0', '0', '1']",3,4,7,0,1,15,0,4,0,9,16
中職2024年,2024-04-10 18:35:00,臺北市立天母棒球場,富邦悍將,味全龍,"['1', '0', '0', '0', '0', '0', '0', '0', '0']","['0', '0', '1', '0', '2', '3', '2', '0', '0']",1,8,9,0,1,15,0,3,1,12,17
中職2024年,2024-06-09 17:00:00,臺南市立棒球場,味全龍,統一7-ELEVEn獅,"['0', '1', '1', '0', '0', '1', '0', '0', '0']","['0', '0', '0', '1', '0', '0', '0', '1', '0']",3,2,5,0,0,17,2,1,0,5,10
中職2024年,2024-08-23 18:35:00,臺中市洲際棒球場,樂天桃猿,中信兄弟,"['0', '3', '1', '0', '0', '0', '2', '0', '0']","['0', '1', '0', '0', '0', '0', '0', '0', '0']",6,1,7,0,0,21,1,8,0,4,11
中職2024年,2024-08-31 17:05:00,臺北市立天母棒球場,統一7-ELEVEn獅,味全龍,"['1', '0', '0', '0', '0', '0', '0', '0', '0', '1']","['0', '0', '0', '0', '0', '0', '0', '0', '1', '2']",2,3,5,0,1,18,0,2,0,5,9
中職2024年,2024-05-04 17:05:00,臺北市立天母棒球場,台鋼雄鷹,味全龍,"['0', '0', '0', '0', '0', '2', '0', '0', '0']","['0', '0', '0', '1', '0', '0', '2', '0', '0']",2,3,5,0,1,11,0,1,0,4,12
中職2024年,2024-05-19 17:00:00,澄清湖棒球場,統一7-ELEVEn獅,台鋼雄鷹,"['1', '0', '0', '0', '0', '0', '2', '0', '0', '0']","['0', '1', '0', '0', '2', '0', '0', '0', '0', '1']",3,4,7,0,1,20,0,5,0,5,12
中職2024年,2024-08-14 18:35:00,臺東棒球村第一棒球場,富邦悍將,中信兄弟,"['0', '0', '0', '0', '0', '0', '2', '1', '0']","['0', '2', '1', '0', '0', '0', '0', '2', '0']",3,5,8,0,1,16,1,3,0,6,16
中職2024年,2024-06-20 18:35:00,臺南市立棒球場,富邦悍將,統一7-ELEVEn獅,"['0', '5', '2', '0', '2', '2', '0', '1', '0']","['0', '0', '0', '0', '0', '0', '0', '0', '0']",12,0,12,1,0,21,1,3,1,5,11
中職2024年,2024-05-29 18:35:00,臺中市洲際棒球場,富邦悍將,中信兄弟,"['0', '0', '0', '0', '0', '0', '0', '3', '1']","['1', '0', '0', '0', '2', '0', '0', '0', '0']",4,3,7,0,0,19,0,3,0,9,17
中職2024年,2024-06-26 18:35:00,臺中市洲際棒球場,樂天桃猿,中信兄弟,"['1', '1', '0', '0', '0', '0', '0', '0', '0']","['0', '0', '1', '0', '0', '0', '0', '0', '0']",2,1,3,0,0,16,1,1,0,4,10
中職2024年,2024-07-26 18:35:00,臺北大巨蛋,台鋼雄鷹,富邦悍將,"['0', '0', '1', '0', '0', '0', '0', '0', '0']","['0', '0', '1', '1', '0', '0', '0', '0', '0']",1,2,3,0,1,18,0,2,0,7,7
中職2024年,2024-05-31 18:35:00,新北市立新莊棒球場,統一7-ELEVEn獅,富邦悍將,"['0', '0', '0', '2', '1', '0', '0', '0', '0']","['0', '0', '0', '0', '0', '0', '0', '0', '0']",3,0,3,0,0,11,1,0,0,6,18
中職2024年,2024-04-20 17:05:00,臺北市立天母棒球場,樂天桃猿,味全龍,"['0', '0', '0', '0', '1', '0', '0', '1', '0', '0', '0', '0']","['0', '1', '0', '0', '0', '0', '0', '1', '0', '0', '0', '1']",2,3,5,0,1,15,1,2,0,11,18
中職2024年,2024-06-18 18:35:00,臺北市立天母棒球場,台鋼雄鷹,味全龍,"['0', '0', '2', '1', '0', '0', '0', '2', '4']","['0', '0', '0', '0', '0', '0', '1', '0', '1']",9,2,11,1,0,20,1,5,0,7,7
中職2024年,2024-04-05 16:42:00,澄清湖棒球場,富邦悍將,台鋼雄鷹,"['0', '0', '0', '0', '0', '0', '0', '0', '0']","['2', '0', '2', '0', '0', '0', '0', '0', '0']",0,4,4,0,1,15,2,2,1,5,17
中職2024年,2024-07-07 17:05:00,臺北市立天母棒球場,台鋼雄鷹,味全龍,"['0', '0', '0', '0', '0', '0', '0', '0', '0']","['0', '0', '1', '0', '0', '0', '2', '0', '0']",0,3,3,0,1,16,0,1,0,4,7
中職2024年,2024-08-03 17:05:00,澄清湖棒球場,統一7-ELEVEn獅,台鋼雄鷹,"['0', '1', '0', '0', '0', '2', '0', '0', '0']","['1', '0', '5', '0', '2', '1', '1', '1', '0']",3,11,14,1,1,16,3,3,0,5,13
中職2024年,2024-05-02 18:35:00,樂天桃園棒球場,富邦悍將,樂天桃猿,"['0', '0', '0', '0', '1', '0', '0', '0', '0']","['0', '0', '0', '0', '0', '0', '2', '0', '0']",1,2,3,0,1,13,0,3,0,4,17
中職2024年,2024-05-10 18:36:00,樂天桃園棒球場,統一7-ELEVEn獅,樂天桃猿,"['1', '0', '1', '0', '0', '0', '1', '0', '0']","['1', '1', '0', '0', '2', '1', '0', '0', '0']",3,5,8,0,1,21,2,1,2,6,16
中職2024年,2024-08-16 18:35:00,臺中市洲際棒球場,台鋼雄鷹,中信兄弟,"['0', '0', '0', '0', '0', '0', '0', '0', '3']","['0', '0', '0', '4', '0', '0', '1', '0', '0']",3,5,8,0,1,16,1,4,0,6,7
中職2024年,2024-09-15 17:05:00,臺北大巨蛋,中信兄弟,味全龍,"['0', '0', '0', '0', '0', '0', '0', '0', '0']","['0', '0', '0', '0', '0', '1', '2', '0', '0']",0,3,3,0,1,10,1,0,0,3,14
中職2024年,2024-08-21 18:35:00,新北市立新莊棒球場,台鋼雄鷹,富邦悍將,"['0', '0', '0', '0', '0', '0', '2', '1', '0']","['0', '0', '0', '0', '0', '0', '0', '1', '3']",3,4,7,0,1,16,1,3,0,6,10
中職2024年,2024-09-17 17:05:00,臺南市立棒球場,樂天桃猿,統一7-ELEVEn獅,"['0', '0', '0', '2', '0', '0', '0', '0', '0']","['0', '3', '3', '0', '3', '0', '0', '0', '0']",2,9,11,1,1,21,1,4,0,6,18
中職2024年,2024-04-12 18:35:00,新北市立新莊棒球場,樂天桃猿,富邦悍將,"['0', '0', '2', '0', '0', '0', '0', '2', '0']","['0', '1', '0', '4', '0', '0', '0', '0', '0']",4,5,9,0,1,19,1,2,0,7,19
中職2024年,2024-07-28 17:05:00,樂天桃園棒球場,中信兄弟,樂天桃猿,"['0', '0', '1', '0', '0', '1', '0', '0', '2']","['0', '0', '0', '0', '1', '1', '0', '0', '3']",4,5,9,0,1,19,2,4,1,5,9
中職2024年,2024-05-12 14:00:00,澄清湖棒球場,味全龍,台鋼雄鷹,"['0', '0', '0', '0', '0', '1', '0', '1', '0', '1']","['0', '0', '0', '1', '0', '0', '0', '0', '1', '2']",3,4,7,0,1,17,1,3,0,9,17
中職2024年,2024-05-12 14:05:00,新北市立新莊棒球場,中信兄弟,富邦悍將,"['0', '1', '1', '0', '0', '0', '0', '0', '0', '0']","['0', '0', '1', '1', '0', '0', '0', '0', '0', '1']",2,3,5,0,1,19,0,1,0,3,19
中職2024年,2024-07-27 17:05:00,臺北大巨蛋,台鋼雄鷹,富邦悍將,"['0', '0', '0', '0', '0', '0', '2', '1', '0']","['0', '0', '1', '1', '0', '0', '0', '2', '0']",3,4,7,0,1,19,0,6,0,4,12
中職2024年,2024-04-13 17:00:00,臺南市立棒球場,台鋼雄鷹,統一7-ELEVEn獅,"['0', '0', '2', '0', '0', '0', '0', '0', '0']","['0', '2', '0', '0', '0', '4', '0', '4']",2,10,12,1,1,24,0,4,1,10,12
中職2024年,2024-08-21 18:35:00,斗六棒球場,樂天桃猿,味全龍,"['1', '0', '0', '0', '0', '0', '5', '0', '0']","['0', '0', '0', '0', '0', '0', '0', '0', '0']",6,0,6,0,0,19,0,1,0,6,14
中職2024年,2024-09-16 18:35:00,臺北大巨蛋,中信兄弟,味全龍,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",2,0,2,0,0,13,1,0,0,2,13
中職2024年,2024-08-16 18:35:00,臺北市立天母棒球場,富邦悍將,味全龍,"['0', '0', '0', '0', '0', '0', '0', '1', '0']","['0', '0', '0', '0', '4', '1', '1', '0', '0']",1,6,7,0,1,15,1,3,0,4,13
中職2024年,2024-09-14 17:05:00,臺南市立棒球場,台鋼雄鷹,統一7-ELEVEn獅,"['0', '0', '2', '0', '0', '0', '0', '0', '0']","['0', '0', '0', '5', '0', '1', '0', '3', '0']",2,9,11,1,1,16,2,1,0,5,17
中職2024年,2024-06-27 18:35:00,樂天桃園棒球場,富邦悍將,樂天桃猿,"['0', '2', '0', '0', '0', '0', '0', '1', '1']","['2', '0', '3', '1', '0', '4', '0', '0', '0']",4,10,14,1,1,22,0,3,0,13,9
中職2024年,2024-05-11 17:00:00,澄清湖棒球場,味全龍,台鋼雄鷹,"['0', '0', '0', '0', '0', '0', '0', '1', '0']","['0', '0', '2', '0', '0', '0', '1', '2', '0']",1,5,6,0,1,11,1,3,1,4,13
中職2024年,2024-08-02 18:36:00,臺北大巨蛋,富邦悍將,中信兄弟,"['0', '0', '0', '0', '0', '3', '2', '0', '0']","['0', '1', '0', '0', '3', '0', '2', '0', '0']",5,6,11,1,1,19,1,2,0,9,10
中職2024年,2024-06-16 17:05:00,新北市立新莊棒球場,台鋼雄鷹,富邦悍將,"['0', '3', '0', '0', '4', '0', '1', '0', '0']","['0', '0', '2', '0', '0', '0', '1', '2', '1']",8,6,14,1,0,24,1,6,0,14,8
中職2024年,2024-04-05 17:05:00,臺北市立天母棒球場,統一7-ELEVEn獅,味全龍,"['0', '0', '0', '0', '2', '1', '0', '0', '0']","['1', '0', '0', '0', '0', '1', '0', '0', '0']",3,2,5,0,0,21,1,5,0,7,14
中職2024年,2024-07-07 17:05:00,樂天桃園棒球場,富邦悍將,樂天桃猿,"['1', '0', '0', '0', '4', '0', '0', '0', '1']","['1', '1', '0', '0', '1', '1', '1', '0', '0']",6,5,11,1,0,25,2,4,1,5,13
中職2024年,2024-06-01 17:07:00,臺北大巨蛋,中信兄弟,味全龍,"['4', '0', '0', '0', '1', '1', '0', '0', '1']","['0', '0', '1', '0', '0', '0', '0', '2', '0']",7,3,10,1,0,17,1,2,1,8,9
中職2024年,2024-04-20 17:07:00,澄清湖棒球場,中信兄弟,台鋼雄鷹,"['0', '0', '0', '0', '0', '0', '0', '0', '0']","['0', '0', '1', '0', '1', '0', '0', '1', '0']",0,3,3,0,1,11,2,0,0,6,8
中職2024年,2024-10-09 18:35:00,臺南市立棒球場,味全龍,統一7-ELEVEn獅,"['0', '0', '0', '0', '0', '0', '0', '0', '0']","['1', '0', '1', '1', '0', '0', '0', '1', '0']",0,4,4,0,1,14,2,1,0,3,11
中職2024年,2024-05-30 18:35:00,臺中市洲際棒球場,富邦悍將,中信兄弟,"['0', '3', '3', '0', '2', '0', '0', '0', '0']","['5', '0', '0', '0', '0', '0', '1', '0', '0']",8,6,14,1,0,21,2,3,0,11,18
中職2024年,2024-04-23 18:35:00,臺南市立棒球場,味全龍,統一7-ELEVEn獅,"['0', '1', '0', '0', '1', '0', '3', '0', '0']","['1', '0', '1', '0', '0', '0', '5', '3', '0']",5,10,15,1,1,22,3,1,0,6,18
中職2024年,2024-06-20 18:35:00,臺北市立天母棒球場,中信兄弟,味全龍,"['0', '0', '0', '0', '3', '0', '0', '0', '0']","['0', '0', '0', '0', '0', '0', '0', '0', '0']",3,0,3,0,0,8,1,1,0,6,18
中職2024年,2024-08-14 18:36:00,澄清湖棒球場,樂天桃猿,台鋼雄鷹,"['0', '0', '2', '0', '0', '0', '0', '0', '1']","['0', '0', '1', '0', '0', '0', '0', '0', '0']",3,1,4,0,0,12,0,3,0,8,9
中職2024年,2024-05-03 18:13:00,臺南市立棒球場,樂天桃猿,統一7-ELEVEn獅,"['0', '0', '0', '0', '0', '0', '1', '0', '2']","['2', '3', '2', '0', '0', '2', '0', '0', '0']",3,9,12,1,1,24,0,5,1,5,18
中職2024年,2024-07-02 18:35:00,新北市立新莊棒球場,樂天桃猿,富邦悍將,"['0', '1', '0', '0', '0', '0', '0', '0', '0']","['0', '0', '1', '1', '0', '0', '0', '0', '0']",1,2,3,0,1,16,0,5,0,2,15
中職2024年,2024-08-23 18:35:00,嘉義市立棒球場,味全龍,台鋼雄鷹,"['0', '0', '0', '0', '0', '1', '1', '0', '0']","['0', '0', '0', '4', '4', '1', '2', '0', '0']",2,11,13,1,1,24,1,4,1,5,8
中職2024年,2024-08-31 17:05:00,新北市立新莊棒球場,中信兄弟,富邦悍將,"['0', '4', '1', '0', '0', '0', '0', '2', '0']","['0', '0', '2', '3', '0', '0', '0', '0', '0']",7,5,12,1,0,18,1,1,0,10,19
中職2024年,2024-04-11 18:35:00,臺北市立天母棒球場,富邦悍將,味全龍,"['1', '0', '0', '0', '3', '0', '0', '0', '0']","['0', '0', '0', '0', '0', '0', '0', '0', '0']",4,0,4,0,0,14,0,2,0,5,14
中職2024年,2024-06-09 17:05:00,臺中市洲際棒球場,台鋼雄鷹,中信兄弟,"['0', '0', '0', '1', '0', '1', '0', '0', '1']","['2', '0', '1', '0', '0', '0', '0', '1', '0']",3,4,7,0,1,17,1,2,1,10,10
中職2024年,2024-08-24 17:05:00,臺南市立棒球場,富邦悍將,統一7-ELEVEn獅,"['0', '0', '0', '1', '4', '0', '0', '0', '0']","['0', '1', '0', '2', '0', '0', '4', '0', '0']",5,7,12,1,1,23,2,3,0,8,11
中職2024年,2024-04-14 14:05:00,臺中市洲際棒球場,味全龍,中信兄弟,"['2', '0', '0', '0', '0', '0', '0', '0', '0']","['2', '0', '0', '0', '3', '0', '0', '0', '0']",2,5,7,0,1,18,2,2,0,4,16
中職2024年,2024-06-08 17:06:00,樂天桃園棒球場,富邦悍將,樂天桃猿,"['0', '1', '0', '0', '3', '0', '2', '1', '0']","['0', '0', '0', '0', '0', '0', '0', '0', '1']",7,1,8,0,0,13,1,3,0,8,12
中職2024年,2024-08-04 17:05:00,嘉義市立棒球場,統一7-ELEVEn獅,台鋼雄鷹,"['0', '0', '1', '0', '0', '0', '0', '0', '0']","['0', '0', '0', '0', '0', '0', '3', '1', '0']",1,4,5,0,1,16,1,5,0,6,8
中職2024年,2024-04-28 17:05:00,新北市立新莊棒球場,味全龍,富邦悍將,"['0', '0', '0', '0', '0', '0', '0', '1', '0']","['0', '0', '0', '0', '0', '2', '0', '0', '0']",1,2,3,0,1,14,0,1,0,6,16
中職2024年,2024-05-22 18:35:00,澄清湖棒球場,中信兄弟,台鋼雄鷹,"['0', '2', '3', '0', '0', '0', '1', '4', '0']","['0', '0', '0', '0', '0', '0', '0', '0', '0']",10,0,10,1,0,14,1,5,1,5,12
中職2024年,2024-09-05 18:35:00,新北市立新莊棒球場,味全龍,富邦悍將,"['0', '3', '0', '2', '0', '0', '0', '0', '0']","['0', '0', '0', '0', '0', '0', '0', '0', '0']",5,0,5,0,0,12,0,2,1,7,11
中職2024年,2024-08-07 18:35:00,花蓮縣立德興棒球場,富邦悍將,統一7-ELEVEn獅,"['0', '0', '0', '0', '0', '0', '0', '2', '0']","['0', '0', '0', '0', '0', '0', '0', '0', '0']",2,0,2,0,0,16,0,0,0,4,8
中職2024年,2024-07-06 17:05:00,臺北市立天母棒球場,台鋼雄鷹,味全龍,"['0', '0', '0', '0', '0', '0', '0', '4', '0']","['0', '0', '2', '0', '4', '0', '3', '2', '0']",4,11,15,1,1,28,3,1,0,6,6
中職2024年,2024-09-26 18:35:00,臺北市立天母棒球場,統一7-ELEVEn獅,味全龍,"['0', '0', '0', '0', '2', '0', '0', '0', '0']","['0', '0', '3', '0', '0', '3', '0', '0', '0']",2,6,8,0,1,13,3,1,1,6,16
中職2024年,2024-10-08 18:35:00,臺北市立天母棒球場,富邦悍將,味全龍,"['0', '0', '0', '0', '0', '0', '0', '0', '0']","['0', '0', '0', '0', '0', '1', '0', '0', '0']",0,1,1,0,1,8,0,2,0,5,14
中職2024年,2024-03-30 17:07:00,臺北大巨蛋,樂天桃猿,味全龍,"['0', '0', '0', '0', '0', '1', '0', '1', '0']","['0', '1', '0', '0', '2', '0', '0', '0', '0']",2,3,5,0,1,12,0,5,0,8,15
中職2024年,2024-04-21 14:05:00,臺北市立天母棒球場,樂天桃猿,味全龍,"['0', '0', '0', '0', '0', '3', '0', '0', '1']","['0', '1', '1', '0', '0', '2', '0', '3', '0']",4,7,11,1,1,18,3,3,0,2,8
中職2024年,2024-09-24 18:35:00,新北市立新莊棒球場,中信兄弟,富邦悍將,"['0', '1', '0', '0', '0', '0', '0', '0', '0']","['0', '0', '0', '3', '0', '0', '0', '4', '0']",1,7,8,0,1,17,1,4,0,10,8
中職2024年,2024-07-14 17:05:00,臺中市洲際棒球場,味全龍,中信兄弟,"['0', '0', '0', '1', '0', '0', '0', '0', '0']","['0', '0', '0', '0', '0', '0', '0', '0', '0']",1,0,1,0,0,10,0,2,0,2,22
中職2024年,2024-09-07 17:05:00,澄清湖棒球場,富邦悍將,台鋼雄鷹,"['0', '0', '0', '0', '0', '0', '0', '0', '0']","['0', '0', '0', '0', '0', '3', '0', '2', '0']",0,5,5,0,1,13,0,4,1,4,12
中職2024年,2024-08-11 17:05:00,新北市立新莊棒球場,味全龍,富邦悍將,"['2', '0', '7', '2', '0', '0', '0', '0', '0']","['0', '0', '1', '0', '2', '3', '0', '0', '0']",11,6,17,1,0,23,5,0,0,10,12
中職2024年,2024-07-10 19:01:00,臺中市洲際棒球場,樂天桃猿,中信兄弟,"['0', '0', '0', '1', '0', '0', '0', '0', '0']","['0', '0', '0', '3', '2', '0', '1', '5', '0']",1,11,12,1,1,15,1,5,0,4,7
中職2024年,2024-05-19 17:05:00,臺中市洲際棒球場,樂天桃猿,中信兄弟,"['0', '0', '2', '1', '0', '0', '0', '0', '1']","['0', '2', '0', '0', '0', '0', '0', '0', '1']",4,3,7,0,0,16,2,4,2,5,14
