season,date,stadium,awayTeam,homeTeam,awayScores,homeScores,away_total_score,home_total_score,total_score,high_score,home_win,H,HR,2B,3B,BB,SO
中職2024年,2024-05-03 18:35:00,臺中市洲際棒球場,富邦悍將,中信兄弟,"['0', '0', '1', '0', '0', '0', '0', '0', '0']","['0', '0', '0', '0', '0', '0', '0', '0', '0']",1,0,1,0,0,11,1,4,0,5,13
中職2024年,2024-08-31 17:06:00,樂天桃園棒球場,台鋼雄鷹,樂天桃猿,"['1', '1', '2', '2', '0', '1', '0', '1', '3']","['0', '0', '0', '1', '3', '0', '0', '0', '0']",11,4,15,1,0,26,1,4,0,6,9
中職2024年,2024-06-10 17:00:00,臺南市立棒球場,樂天桃猿,統一7-ELEVEn獅,"['1', '0', '0', '0', '0', '0', '4', '0', '0']","['3', '0', '0', '0', '0', '0', '0', '0', '0']",5,3,8,0,0,15,1,0,1,7,12
中職2024年,2024-04-12 18:41:00,臺南市立棒球場,台鋼雄鷹,統一7-ELEVEn獅,"['0', '0', '0', '1', '0', '0', '0', '2', '2']","['1', '0', '0', '1', '2', '0', '0', '1', '4']",5,9,14,1,1,23,4,1,0,9,15
中職2024年,2024-09-15 17:05:00,臺南市立棒球場,台鋼雄鷹,統一7-ELEVEn獅,"['0', '2', '0', '0', '1', '0', '0', '0', '2', '0']","['0', '0', '0', '0', '4', '0', '1', '0', '0', '1']",5,6,11,1,1,22,1,3,1,7,17
中職2024年,2024-08-25 17:05:00,臺南市立棒球場,富邦悍將,統一7-ELEVEn獅,"['0', '0', '0', '0', '0', '0', '0', '0', '0']","['0', '1', '0', '0', '0', '0', '1', '2', '0']",0,4,4,0,1,13,0,1,0,8,18
中職2024年,2024-06-07 18:30:00,臺南市立棒球場,味全龍,統一7-ELEVEn獅,"['4', '4', '2', '0', '2', '0', '0', '1', '0']","['0', '1', '0', '0', '0', '0', '1', '0', '0']",13,2,15,1,0,29,1,7,0,9,18
中職2024年,2024-04-13 17:05:00,臺中市洲際棒球場,味全龍,中信兄弟,"['0', '0', '1', '2', '0', '2', '7', '1', '0']","['0', '2', '0', '0', '0', '0', '0', '0', '4']",13,6,19,1,0,17,3,2,0,8,14
中職2024年,2024-05-23 18:36:00,澄清湖棒球場,中信兄弟,台鋼雄鷹,"['0', '0', '0', '1', '1', '2', '0', '1', '0']","['5', '2', '0', '0', '3', '5', '0', '1', '0']",5,16,21,1,1,31,2,6,2,7,13
中職2024年,2024-05-11 17:06:00,新北市立新莊棒球場,中信兄弟,富邦悍將,"['0', '0', '0', '0', '0', '0', '0', '0', '0']","['0', '1', '0', '0', '0', '2', '0', '0', '0']",0,3,3,0,1,15,0,0,0,3,16
中職2024年,2024-05-01 18:18:00,澄清湖棒球場,統一7-ELEVEn獅,台鋼雄鷹,"['0', '0', '0', '0', '9', '0', '2', '5', '1']","['0', '0', '0', '1', '0', '0', '5', '0', '0']",17,6,23,1,0,30,1,5,1,7,18
中職2024年,2024-08-04 17:05:00,臺北大巨蛋,富邦悍將,中信兄弟,"['0', '0', '0', '0', '0', '2', '0', '0', '3']","['1', '2', '0', '0', '0', '0', '0', '0', '3']",5,6,11,1,1,19,2,3,1,3,15
中職2024年,2024-09-04 18:35:00,新北市立新莊棒球場,味全龍,富邦悍將,"['0', '0', '2', '0', '0', '0', '0', '0', '0']","['0', '0', '0', '0', '1', '0', '0', '0', '0']",2,1,3,0,0,15,0,0,1,2,10
中職2024年,2024-07-06 17:06:00,樂天桃園棒球場,富邦悍將,樂天桃猿,"['0', '0', '0', '0', '0', '1', '2', '0', '0']","['2', '0', '3', '0', '2', '0', '1', '2', '0']",3,10,13,1,1,30,1,6,0,2,10
中職2024年,2024-06-18 18:35:00,臺中市洲際棒球場,富邦悍將,中信兄弟,"['0', '0', '0', '1', '0', '1', '0', '0', '0']","['1', '0', '0', '3', '0', '0', '2', '3', '0']",2,9,11,1,1,19,1,2,0,11,8
中職2024年,2024-10-09 18:35:00,樂天桃園棒球場,中信兄弟,樂天桃猿,"['1', '0', '0', '0', '0', '0', '2', '0', '0', '1', '1']","['1', '0', '1', '1', '0', '0', '0', '0', '0', '1', '0']",5,4,9,0,0,18,0,2,1,11,22
中職2024年,2024-09-27 18:35:00,臺中市洲際棒球場,台鋼雄鷹,中信兄弟,"['0', '0', '0', '0', '5', '1', '0', '0', '0']","['3', '0', '0', '0', '0', '2', '0', '0', '0']",6,5,11,1,0,13,1,3,0,6,14
中職2024年,2024-03-31 17:05:00,臺北大巨蛋,中信兄弟,味全龍,"['0', '0', '0', '0', '1', '1', '0', '1', '0']","['0', '1', '0', '0', '0', '0', '0', '1', '0']",3,2,5,0,0,13,1,4,0,3,15
中職2024年,2024-07-13 17:05:00,澄清湖棒球場,樂天桃猿,台鋼雄鷹,"['0', '1', '0', '0', '0', '0', '0', '0', '4']","['0', '0', '0', '0', '0', '0', '0', '0', '0']",5,0,5,0,0,17,0,2,1,9,12
中職2024年,2024-10-10 17:05:00,新北市立新莊棒球場,統一7-ELEVEn獅,富邦悍將,"['0', '0', '2', '0', '0', '0', '0', '0', '0']","['0', '2', '0', '0', '2', '0', '0', '0', '0']",2,4,6,0,1,12,0,3,0,6,12
中職2024年,2024-05-31 18:35:00,臺北大巨蛋,中信兄弟,味全龍,"['0', '0', '2', '0', '0', '2', '0', '0', '0']","['1', '0', '0', '0', '0', '2', '0', '0', '0']",4,3,7,0,0,18,0,4,2,2,19
中職2024年,2024-08-13 18:35:00,臺東棒球村第一棒球場,富邦悍將,中信兄弟,"['0', '2', '2', '0', '0', '2', '1', '0', '0']","['0', '0', '0', '1', '0', '0', '0', '0', '0']",7,1,8,0,0,19,1,1,0,4,19
中職2024年,2024-09-08 19:30:00,澄清湖棒球場,富邦悍將,台鋼雄鷹,"['2', '0', '1', '0', '0', '1', '2', '0', '2']","['0', '0', '0', '1', '0', '0', '1', '0', '0']",8,2,10,1,0,21,0,8,0,9,14
中職2024年,2024-07-09 18:35:00,臺中市洲際棒球場,樂天桃猿,中信兄弟,"['1', '0', '0', '0', '1', '0', '2', '0', '1']","['0', '0', '1', '0', '0', '0', '0', '1', '0']",5,2,7,0,0,18,1,1,0,11,13
中職2024年,2024-05-21 19:00:00,臺北市立天母棒球場,統一7-ELEVEn獅,味全龍,"['1', '1', '0', '1', '1', '0', '0', '0', '1']","['0', '0', '0', '0', '0', '0', '0', '0', '0']",5,0,5,0,0,13,1,2,0,9,17
中職2024年,2024-05-12 14:06:00,樂天桃園棒球場,統一7-ELEVEn獅,樂天桃猿,"['0', '0', '0', '0', '2', '0', '0', '0', '0']","['1', '0', '0', '2', '0', '0', '0', '2', '0']",2,5,7,0,1,22,0,4,0,1,8
中職2024年,2024-07-27 17:05:00,臺南市立棒球場,味全龍,統一7-ELEVEn獅,"['0', '0', '0', '0', '0', '0', '0', '0', '0']","['0', '0', '0', '2', '0', '0', '0', '0', '0']",0,2,2,0,1,12,1,3,0,3,11
中職2024年,2024-09-17 17:05:00,臺北大巨蛋,台鋼雄鷹,味全龍,"['0', '0', '0', '1', '0', '0', '0', '0', '0']","['2', '0', '5', '4', '0', '0', '0', '0', '0']",1,11,12,1,1,16,0,2,1,7,15
中職2024年,2024-09-01 17:05:00,新北市立新莊棒球場,中信兄弟,富邦悍將,"['0', '2', '0', '1', '1', '0', '0', '0', '4']","['0', '0', '0', '0', '5', '0', '0', '0', '0']",8,5,13,1,0,22,2,2,0,4,19
中職2024年,2024-08-22 18:35:00,斗六棒球場,樂天桃猿,味全龍,"['3', '1', '0', '0', '0', '0', '2', '0', '2']","['1', '0', '1', '0', '1', '0', '1', '0', '0']",8,4,12,1,0,24,1,4,0,5,16
中職2024年,2024-06-09 17:06:00,樂天桃園棒球場,富邦悍將,樂天桃猿,"['1', '0', '2', '1', '0', '0', '0', '2', '1']","['2', '0', '0', '0', '0', '0', '0', '0', '0']",7,2,9,0,0,26,0,7,1,5,9
中職2024年,2024-09-14 17:06:00,新北市立新莊棒球場,樂天桃猿,富邦悍將,"['0', '0', '0', '2', '2', '0', '0', '0', '0']","['0', '0', '0', '2', '0', '6', '0', '0', '0']",4,8,12,1,1,17,1,0,1,5,15
中職2024年,2024-08-14 18:35:00,嘉義市立棒球場,味全龍,統一7-ELEVEn獅,"['0', '0', '0', '2', '0', '0', '2', '0', '4']","['2', '0', '0', '0', '0', '0', '0', '0', '0']",8,2,10,1,0,21,1,1,0,6,11
中職2024年,2024-05-10 18:30:00,澄清湖棒球場,味全龍,台鋼雄鷹,"['0', '0', '0', '1', '1', '0', '0', '3', '0']","['0', '0', '0', '2', '0', '0', '0', '0', '1']",5,3,8,0,0,21,1,6,2,6,8
中職2024年,2024-08-03 17:05:00,臺北大巨蛋,富邦悍將,中信兄弟,"['0', '0', '0', '0', '0', '0', '0', '0', '0']","['2', '0', '0', '0', '1', '2', '0', '0', '0']",0,5,5,0,1,13,0,3,0,8,12
中職2024年,2024-04-04 17:05:00,臺北大巨蛋,台鋼雄鷹,中信兄弟,"['0', '0', '1', '0', '2', '0', '0', '0', '0']","['1', '0', '1', '1', '2', '0', '0', '0', '0']",3,5,8,0,1,16,1,3,1,9,8
中職2024年,2024-06-16 17:05:00,臺北大巨蛋,統一7-ELEVEn獅,中信兄弟,"['3', '2', '0', '0', '2', '4', '0', '0', '0']","['0', '0', '0', '2', '0', '0', '0', '0', '0']",11,2,13,1,0,17,1,2,2,9,10
中職2024年,2024-09-06 18:36:00,樂天桃園棒球場,味全龍,樂天桃猿,"['0', '2', '0', '0', '5', '0', '1', '0', '0']","['1', '3', '0', '0', '0', '0', '0', '0', '0']",8,4,12,1,0,17,1,7,0,7,8
中職2024年,2024-04-21 14:05:00,澄清湖棒球場,中信兄弟,台鋼雄鷹,"['0', '0', '1', '1', '1', '4', '0', '1', '0']","['0', '0', '0', '0', '0', '0', '0', '0', '0']",8,0,8,0,0,18,0,3,0,6,12
中職2024年,2024-06-01 17:00:00,澄清湖棒球場,樂天桃猿,台鋼雄鷹,"['0', '3', '2', '0', '0', '0', '1', '3', '0']","['1', '0', '0', '2', '0', '1', '1', '0', '0']",9,5,14,1,0,30,1,6,0,4,13
中職2024年,2024-10-10 17:05:00,澄清湖棒球場,樂天桃猿,台鋼雄鷹,"['0', '0', '0', '0', '0', '0', '0', '1', '0']","['2', '3', '0', '2', '0', '1', '0', '4', '0']",1,12,13,1,1,23,1,3,2,7,14
中職2024年,2024-10-07 18:35:00,臺中市洲際棒球場,台鋼雄鷹,中信兄弟,"['2', '0', '1', '0', '0', '0', '0', '0', '0']","['0', '0', '0', '0', '0', '0', '3', '0', '1']",3,4,7,0,1,14,1,2,0,5,12
中職2024年,2024-10-06 17:05:00,嘉義市立棒球場,樂天桃猿,台鋼雄鷹,"['1', '2', '1', '0', '2', '0', '0', '0', '0']","['0', '0', '0', '0', '0', '0', '2', '0', '5']",6,7,13,1,1,23,0,4,2,8,6
中職2024年,2024-10-06 17:05:00,臺北市立天母棒球場,富邦悍將,味全龍,"['0', '0', '1', '0', '0', '1', '0', '0', '1']","['1', '0', '0', '2', '2', '0', '0', '0', '0']",3,5,8,0,1,22,0,4,1,4,12
中職2024年,2024-10-05 16:28:00,新北市立新莊棒球場,味全龍,富邦悍將,"['0', '0', '0', '0', '0', '0', '1', '0', '0']","['0', '0', '0', '0', '0', '1', '1', '1', '0']",1,3,4,0,1,16,1,2,0,3,15
中職2024年,2024-10-05 17:05:00,臺中市洲際棒球場,統一7-ELEVEn獅,中信兄弟,"['0', '0', '0', '1', '0', '3', '1', '0', '0']","['0', '0', '2', '0', '0', '2', '0', '0', '0']",5,4,9,0,0,18,1,5,0,9,6
中職2024年,2024-10-01 18:35:00,新北市立新莊棒球場,樂天桃猿,富邦悍將,"['1', '0', '0', '0', '0', '0', '3', '0', '2']","['0', '0', '0', '0', '1', '0', '0', '0', '1']",6,2,8,0,0,22,2,2,0,4,5
中職2024年,2024-09-29 16:51:00,樂天桃園棒球場,中信兄弟,樂天桃猿,"['1', '0', '1', '0', '0', '0', '4', '0', '2']","['0', '0', '0', '2', '0', '0', '0', '0', '3']",8,5,13,1,0,24,4,5,0,8,12
中職2024年,2024-09-29 17:05:00,臺南市立棒球場,台鋼雄鷹,統一7-ELEVEn獅,"['0', '0', '1', '0', '0', '0', '0', '0', '0', '3']","['0', '0', '0', '0', '0', '0', '0', '1', '0', '1']",4,2,6,0,0,13,0,2,0,8,7
中職2024年,2024-09-28 17:05:00,臺北大巨蛋,台鋼雄鷹,統一7-ELEVEn獅,"['0', '2', '0', '0', '1', '1', '0', '0', '0']","['0', '0', '0', '0', '0', '0', '0', '0', '0']",4,0,4,0,0,11,1,3,0,0,8
中職2024年,2024-09-27 18:36:00,臺北市立天母棒球場,統一7-ELEVEn獅,味全龍,"['0', '0', '0', '0', '0', '0', '0', '0', '3']","['0', '0', '0', '0', '0', '1', '0', '0', '0']",3,1,4,0,0,14,0,3,1,3,22
中職2024年,2024-09-27 18:36:00,新北市立新莊棒球場,樂天桃猿,富邦悍將,"['0', '2', '0', '1', '2', '0', '3', '0', '0']","['0', '2', '1', '0', '0', '0', '0', '2', '0']",8,5,13,1,0,22,2,1,0,6,12
中職2024年,2024-09-26 18:35:00,臺中市洲際棒球場,台鋼雄鷹,中信兄弟,"['0', '0', '0', '0', '0', '0', '0', '2', '0']","['0', '0', '1', '0', '0', '1', '0', '1', '0']",2,3,5,0,1,13,0,1,1,6,11
中職2024年,2024-09-24 18:35:00,澄清湖棒球場,味全龍,台鋼雄鷹,"['0', '0', '0', '1', '0', '0', '0', '0', '0']","['0', '0', '6', '0', '0', '0', '0', '0', '0']",1,6,7,0,1,17,1,7,0,3,16
中職2024年,2024-09-22 17:05:00,臺北大巨蛋,味全龍,中信兄弟,"['0', '0', '1', '0', '0', '0', '4', '0', '0']","['0', '0', '0', '0', '1', '0', '0', '0', '0']",5,1,6,0,0,12,0,5,0,3,6
中職2024年,2024-09-20 18:35:00,澄清湖棒球場,富邦悍將,台鋼雄鷹,"['0', '2', '0', '0', '0', '0', '0', '1', '0']","['2', '0', '0', '0', '0', '1', '0', '0', '0']",3,3,6,0,0,18,0,3,0,7,12
中職2024年,2024-09-20 18:35:00,臺南市立棒球場,中信兄弟,統一7-ELEVEn獅,"['0', '0', '3', '0', '0', '0', '2', '0', '1']","['0', '0', '0', '0', '0', '0', '4', '0', '0']",6,4,10,1,0,16,2,1,0,6,12
中職2024年,2024-09-19 18:35:00,臺南市立棒球場,中信兄弟,統一7-ELEVEn獅,"['0', '0', '0', '2', '0', '0', '1', '0', '0']","['0', '0', '2', '0', '0', '0', '1', '0', '1']",3,4,7,0,1,15,0,2,0,9,13
中職2024年,2024-09-19 18:35:00,樂天桃園棒球場,味全龍,樂天桃猿,"['0', '0', '0', '4', '0', '3', '0', '1', '1']","['1', '0', '0', '0', '0', '0', '0', '0', '0']",9,1,10,1,0,20,2,7,1,3,15
中職2024年,2024-09-17 17:05:00,臺中市洲際棒球場,富邦悍將,中信兄弟,"['0', '0', '2', '0', '3', '0', '0', '0', '0']","['0', '0', '0', '0', '0', '1', '1', '0', '0']",5,2,7,0,0,17,1,4,0,4,12
中職2024年,2024-09-15 17:06:00,新北市立新莊棒球場,樂天桃猿,富邦悍將,"['1', '0', '0', '1', '2', '0', '0', '2', '0']","['0', '1', '0', '0', '0', '0', '1', '0', '0']",6,2,8,0,0,24,1,1,0,5,11
中職2024年,2024-09-14 17:06:00,臺北大巨蛋,中信兄弟,味全龍,"['0', '0', '0', '0', '2', '0', '1', '0', '0']","['0', '1', '0', '0', '0', '1', '0', '0', '0']",3,2,5,0,0,16,0,1,0,4,9
中職2024年,2024-09-13 18:35:00,臺南市立棒球場,台鋼雄鷹,統一7-ELEVEn獅,"['3', '0', '0', '1', '0', '0', '0', '0', '0']","['1', '2', '1', '0', '0', '2', '0', '0', '0']",4,6,10,1,1,16,0,1,1,9,15
中職2024年,2024-09-13 18:35:00,新北市立新莊棒球場,樂天桃猿,富邦悍將,"['0', '0', '0', '0', '0', '0', '0', '0', '0']","['0', '0', '0', '2', '0', '1', '1', '0', '0']",0,4,4,0,1,13,1,4,0,2,15
中職2024年,2024-09-11 19:31:00,新北市立新莊棒球場,統一7-ELEVEn獅,富邦悍將,"['1', '0', '0', '0', '0', '0', '0', '0', '0']","['0', '0', '0', '3', '1', '1', '0', '0', '0']",1,5,6,0,1,14,1,0,0,2,18
中職2024年,2024-09-11 18:35:00,臺北市立天母棒球場,台鋼雄鷹,味全龍,"['2', '0', '0', '0', '3', '0', '0', '1', '0']","['1', '1', '0', '0', '1', '0', '0', '0', '0']",6,3,9,0,0,18,1,3,1,7,17
中職2024年,2024-09-08 17:05:00,樂天桃園棒球場,味全龍,樂天桃猿,"['0', '0', '1', '0', '1', '1', '0', '0', '1']","['0', '0', '0', '0', '0', '1', '0', '0', '0']",4,1,5,0,0,13,1,1,0,1,11
中職2024年,2024-09-08 17:06:00,臺中市洲際棒球場,統一7-ELEVEn獅,中信兄弟,"['2', '0', '0', '0', '0', '0', '1', '2', '0']","['2', '0', '3', '0', '0', '1', '0', '1', '0']",5,7,12,1,1,19,3,2,0,8,8
中職2024年,2024-09-07 18:12:00,樂天桃園棒球場,味全龍,樂天桃猿,"['0', '0', '0', '0', '0', '0', '0', '3', '0']","['4', '2', '0', '1', '2', '0', '0', '0', '0']",3,9,12,1,1,21,1,4,2,4,14
中職2024年,2024-09-06 18:36:00,臺中市洲際棒球場,統一7-ELEVEn獅,中信兄弟,"['4', '0', '0', '0', '0', '0', '1', '0', '1', '1']","['2', '1', '0', '0', '2', '0', '1', '0', '0', '2']",7,8,15,1,1,15,1,0,1,17,14
中職2024年,2024-09-04 18:35:00,臺南市立棒球場,樂天桃猿,統一7-ELEVEn獅,"['4', '0', '0', '0', '2', '0', '2', '1', '0']","['0', '0', '1', '0', '0', '0', '0', '2', '0']",9,3,12,1,0,26,2,3,1,4,12
中職2024年,2024-09-04 18:35:00,臺東棒球村第一棒球場,中信兄弟,台鋼雄鷹,"['0', '0', '1', '0', '0', '0', '1', '0', '0']","['0', '0', '0', '4', '0', '2', '0', '0', '0']",2,6,8,0,1,14,0,3,0,8,12
中職2024年,2024-09-03 18:35:00,臺南市立棒球場,樂天桃猿,統一7-ELEVEn獅,"['0', '0', '0', '0', '0', '0', '0', '1', '0']","['0', '0', '2', '0', '0', '0', '2', '0', '0']",1,4,5,0,1,11,0,1,0,10,15
中職2024年,2024-09-01 17:07:00,樂天桃園棒球場,台鋼雄鷹,樂天桃猿,"['1', '0', '0', '6', '0', '0', '4', '0', '0']","['0', '0', '0', '4', '0', '0', '0', '0', '2']",11,6,17,1,0,22,0,3,1,8,7
中職2024年,2024-08-30 18:35:00,臺北市立天母棒球場,統一7-ELEVEn獅,味全龍,"['0', '0', '0', '0', '0', '0', '0', '0', '0']","['0', '0', '2', '0', '0', '2', '2', '0', '0']",0,6,6,0,1,18,2,3,1,3,17
中職2024年,2024-08-30 18:35:00,新北市立新莊棒球場,中信兄弟,富邦悍將,"['0', '0', '0', '2', '0', '1', '0', '0', '0']","['0', '0', '0', '1', '0', '0', '0', '0', '0']",3,1,4,0,0,14,0,2,0,3,9
中職2024年,2024-08-30 18:36:00,樂天桃園棒球場,台鋼雄鷹,樂天桃猿,"['0', '0', '1', '0', '0', '0', '1', '0', '0']","['0', '1', '0', '1', '1', '1', '2', '2', '0']",2,8,10,1,1,18,2,4,1,5,11
中職2024年,2024-08-28 18:36:00,臺中市洲際棒球場,味全龍,中信兄弟,"['1', '0', '0', '0', '0', '0', '0', '0', '0']","['1', '0', '1', '2', '0', '2', '0', '0', '0']",1,6,7,0,1,18,2,3,0,6,15
中職2024年,2024-08-28 18:36:00,樂天桃園棒球場,富邦悍將,樂天桃猿,"['1', '0', '0', '0', '0', '1', '0', '0', '1']","['0', '0', '1', '1', '0', '0', '1', '2', '0']",3,5,8,0,1,22,1,1,0,4,10
中職2024年,2024-08-25 17:05:00,澄清湖棒球場,味全龍,台鋼雄鷹,"['1', '2', '0', '0', '2', '6', '0', '3', '0']","['0', '0', '0', '0', '0', '0', '0', '0', '0']",14,0,14,1,0,27,2,1,1,8,11
中職2024年,2024-08-25 17:06:00,臺中市洲際棒球場,樂天桃猿,中信兄弟,"['2', '0', '0', '1', '0', '0', '0', '0', '0']","['0', '0', '0', '2', '0', '0', '0', '0', '0']",3,2,5,0,0,21,0,3,0,2,16
中職2024年,2024-08-24 17:05:00,澄清湖棒球場,味全龍,台鋼雄鷹,"['1', '0', '0', '0', '1', '0', '3', '0', '0']","['0', '3', '0', '0', '0', '2', '2', '0', '0']",5,7,12,1,1,17,2,4,0,6,15
中職2024年,2024-08-23 18:35:00,臺南市立棒球場,富邦悍將,統一7-ELEVEn獅,"['0', '0', '0', '0', '2', '0', '0', '0', '1', '0']","['1', '0', '0', '0', '0', '1', '0', '1', '0', '1']",3,4,7,0,1,20,1,2,0,11,16
中職2024年,2024-08-22 18:35:00,臺南市立棒球場,中信兄弟,統一7-ELEVEn獅,"['0', '0', '0', '1', '0', '0', '0', '0', '0']","['0', '4', '0', '0', '2', '0', '0', '0', '0']",1,6,7,0,1,14,2,2,0,6,13
中職2024年,2024-08-19 18:35:00,嘉義市立棒球場,味全龍,統一7-ELEVEn獅,"['0', '0', '1', '1', '0', '0', '0', '0', '1']","['0', '0', '0', '0', '0', '0', '0', '0', '0']",3,0,3,0,0,17,0,2,0,5,22
中職2024年,2024-08-18 17:06:00,樂天桃園棒球場,統一7-ELEVEn獅,樂天桃猿,"['0', '1', '0', '0', '1', '0', '1', '0', '0']","['0', '0', '1', '0', '0', '0', '3', '0', '0']",3,4,7,0,1,16,0,1,2,2,9
中職2024年,2024-08-17 17:06:00,樂天桃園棒球場,統一7-ELEVEn獅,樂天桃猿,"['0', '0', '0', '1', '1', '0', '0', '0', '0']","['1', '0', '1', '0', '0', '1', '0', '1', '0']",2,4,6,0,1,20,0,6,0,5,10
中職2024年,2024-08-13 18:35:00,澄清湖棒球場,樂天桃猿,台鋼雄鷹,"['0', '0', '0', '0', '0', '0', '0', '0', '1']","['0', '4', '0', '0', '0', '0', '0', '0', '0']",1,4,5,0,1,10,1,1,1,8,12
中職2024年,2024-08-10 17:05:00,花蓮縣立德興棒球場,樂天桃猿,統一7-ELEVEn獅,"['0', '0', '1', '0', '0', '0', '2', '0', '0']","['0', '0', '0', '1', '1', '0', '0', '3', '0']",3,5,8,0,1,20,2,2,1,5,10
中職2024年,2024-08-09 18:35:00,花蓮縣立德興棒球場,樂天桃猿,統一7-ELEVEn獅,"['0', '1', '0', '0', '0', '0', '0', '0', '0']","['0', '1', '0', '0', '0', '0', '2', '0', '0']",1,3,4,0,1,16,0,1,0,3,16
